timestamp,max_turns,turn_count,approved,outcome,latency_ms,planner_proposal,reviewer_feedback,run
2026-09-14T02:28:17.417504,2,1,True,Valid first attempt,17930.65,"{""tags"": [""KitchenCheck"", ""FoodSafety"", ""SanitationCheck""], ""summary"": ""Local restaurant inspection checks kitchen conditions, food safety practices, and sanitation.""}","{""approved"": true, ""issues"": []}",1
2026-09-14T02:28:34.878548,2,1,True,Valid first attempt,17457.82,"{""tags"": [""KitchenCheck"", ""FoodSafety"", ""SanitationCheck""], ""summary"": ""Local restaurant inspection checks kitchen conditions, food safety practices, and sanitation.""}","{""approved"": true, ""issues"": []}",2
2026-09-14T02:28:52.151483,2,1,True,Valid first attempt,17263.98,"{""tags"": [""KitchenCheck"", ""FoodSafety"", ""SanitationCheck""], ""summary"": ""Local restaurant inspection checks kitchen conditions, food safety practices, and sanitation.""}","{""approved"": true, ""issues"": []}",3
2026-09-14T02:29:09.421152,2,1,True,Valid first attempt,17264.01,"{""tags"": [""KitchenCheck"", ""FoodSafety"", ""SanitationCheck""], ""summary"": ""Local restaurant inspection checks kitchen conditions, food safety practices, and sanitation.""}","{""approved"": true, ""issues"": []}",4
2026-09-14T02:29:26.857327,2,1,True,Valid first attempt,17432.62,"{""tags"": [""KitchenCheck"", ""FoodSafety"", ""SanitationCheck""], ""summary"": ""Local restaurant inspection checks kitchen conditions, food safety practices, and sanitation.""}","{""approved"": true, ""issues"": []}",5
2026-09-14T02:29:44.137706,2,1,True,Valid first attempt,17271.43,"{""tags"": [""KitchenCheck"", ""FoodSafety"", ""SanitationCheck""], ""summary"": ""Local restaurant inspection checks kitchen conditions, food safety practices, and sanitation.""}","{""approved"": true, ""issues"": []}",6
2026-09-14T02:30:01.406422,2,1,True,Valid first attempt,17262.19,"{""tags"": [""KitchenCheck"", ""FoodSafety"", ""SanitationCheck""], ""summary"": ""Local restaurant inspection checks kitchen conditions, food safety practices, and sanitation.""}","{""approved"": true, ""issues"": []}",7
2026-09-14T02:30:18.673407,2,1,True,Valid first attempt,17260.87,"{""tags"": [""KitchenCheck"", ""FoodSafety"", ""SanitationCheck""], ""summary"": ""Local restaurant inspection checks kitchen conditions, food safety practices, and sanitation.""}","{""approved"": true, ""issues"": []}",8
2026-09-14T02:30:35.937670,2,1,True,Valid first attempt,17257.24,"{""tags"": [""KitchenCheck"", ""FoodSafety"", ""SanitationCheck""], ""summary"": ""Local restaurant inspection checks kitchen conditions, food safety practices, and sanitation.""}","{""approved"": true, ""issues"": []}",9
2026-09-14T02:30:53.205561,2,1,True,Valid first attempt,17261.91,"{""tags"": [""KitchenCheck"", ""FoodSafety"", ""SanitationCheck""], ""summary"": ""Local restaurant inspection checks kitchen conditions, food safety practices, and sanitation.""}","{""approved"": true, ""issues"": []}",10
2026-09-14T02:31:10.481390,2,1,True,Valid first attempt,17269.85,"{""tags"": [""KitchenCheck"", ""FoodSafety"", ""SanitationCheck""], ""summary"": ""Local restaurant inspection checks kitchen conditions, food safety practices, and sanitation.""}","{""approved"": true, ""issues"": []}",11
2026-09-14T02:31:27.928376,2,1,True,Valid first attempt,17439.79,"{""tags"": [""KitchenCheck"", ""FoodSafety"", ""SanitationCheck""], ""summary"": ""Local restaurant inspection checks kitchen conditions, food safety practices, and sanitation.""}","{""approved"": true, ""issues"": []}",12
2026-09-14T02:31:45.201211,2,1,True,Valid first attempt,17266.67,"{""tags"": [""KitchenCheck"", ""FoodSafety"", ""SanitationCheck""], ""summary"": ""Local restaurant inspection checks kitchen conditions, food safety practices, and sanitation.""}","{""approved"": true, ""issues"": []}",13
2026-09-14T02:32:03.141721,2,1,True,Valid first attempt,17932.74,"{""tags"": [""KitchenCheck"", ""FoodSafety"", ""SanitationCheck""], ""summary"": ""Local restaurant inspection checks kitchen conditions, food safety practices, and sanitation.""}","{""approved"": true, ""issues"": []}",14
2026-09-14T02:32:20.407153,2,1,True,Valid first attempt,17257.23,"{""tags"": [""KitchenCheck"", ""FoodSafety"", ""SanitationCheck""], ""summary"": ""Local restaurant inspection checks kitchen conditions, food safety practices, and sanitation.""}","{""approved"": true, ""issues"": []}",15
2026-09-14T02:32:37.671721,2,1,True,Valid first attempt,17258.0,"{""tags"": [""KitchenCheck"", ""FoodSafety"", ""SanitationCheck""], ""summary"": ""Local restaurant inspection checks kitchen conditions, food safety practices, and sanitation.""}","{""approved"": true, ""issues"": []}",16
2026-09-14T02:32:55.122886,2,1,True,Valid first attempt,17445.37,"{""tags"": [""KitchenCheck"", ""FoodSafety"", ""SanitationCheck""], ""summary"": ""Local restaurant inspection checks kitchen conditions, food safety practices, and sanitation.""}","{""approved"": true, ""issues"": []}",17
2026-09-14T02:33:12.713022,2,1,True,Valid first attempt,17579.68,"{""tags"": [""KitchenCheck"", ""FoodSafety"", ""SanitationCheck""], ""summary"": ""Local restaurant inspection checks kitchen conditions, food safety practices, and sanitation.""}","{""approved"": true, ""issues"": []}",18
